#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","TUM18530","SAMD00172786","PRJDB8376","GCA_013340785.1","Complete",5.45391,50.3533,"chromosome:NZ_AP023190.1/AP023190.1; plasmid pMTY18530-1_lncHI2:NZ_AP023191.1/AP023191.1; plasmid pMTY18530-2:NZ_AP023192.1/AP023192.1; plasmid pMTY18530-3_incFll:NZ_AP023193.1/AP023193.1; plasmid pMTY18530-4_lncX3:NZ_AP023194.1/AP023194.1; plasmid pMTY18530-5:NZ_AP023195.1/AP023195.1; plasmid pMTY18530-6:NZ_AP023196.1/AP023196.1",,7,4948,"2020-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/785/GCA_013340785.1_ASM1334078v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/785/GCF_013340785.1_ASM1334078v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ECCRA-119","SAMN08765149","PRJNA439379","GCA_003122105.1","Complete",5.22519,50.7315,"chromosome:NZ_CP029242.1/CP029242.1; plasmid pTB201:NZ_CP029243.1/CP029243.1; plasmid pTB202:NZ_CP029244.1/CP029244.1; plasmid pTB203:NZ_CP029245.1/CP029245.1",,4,4746,"2018-05-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/122/105/GCA_003122105.1_ASM312210v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/122/105/GCF_003122105.1_ASM312210v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","164","SAMN13951917","PRJNA604100","GCA_010365525.1","Complete",5.0305,50.8373,"chromosome:NZ_CP048367.1/CP048367.1; plasmid pC-F-164_A-OXA140:NZ_CP048368.1/CP048368.1; plasmid pC-F-164_B:NZ_CP048369.1/CP048369.1; plasmid pC-F-164_C:NZ_CP048370.1/CP048370.1",,4,4545,"2020-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/525/GCA_010365525.1_ASM1036552v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/525/GCF_010365525.1_ASM1036552v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","Ecol_224","SAMN05511177","PRJNA316786","GCA_002011945.1","Complete",5.2231,50.7285,"chromosome:NZ_CP018948.1/CP018948.1; plasmid pEC224_1:NZ_CP018947.1/CP018947.1; plasmid pEC224_2:NZ_CP018946.1/CP018946.1; plasmid pEC224_4:NZ_CP018944.1/CP018944.1; plasmid pEC224_5:NZ_CP018943.1/CP018943.1; plasmid pEC224_6:NZ_CP018942.1/CP018942.1; plasmid pEC224_7:NZ_CP018941.1/CP018941.1; plasmid pEC224_8:NZ_CP018940.1/CP018940.1; plasmid pEC224_KPC:NZ_CP018945.1/CP018945.1",,9,4841,"2017-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/945/GCA_002011945.1_ASM201194v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/945/GCF_002011945.1_ASM201194v1"
"Escherichia coli str. Sanji","Bacteria;Proteobacteria;Gammaproteobacteria","Sanji","SAMN02580208","PRJNA232611","GCA_001610755.1","Complete",5.42859,50.4704,"chromosome:NZ_CP011061.1/CP011061.1; plasmid pSJ_2:NZ_CP011067.1/CP011067.1; plasmid pSJ_255:NZ_CP011062.1/CP011062.1; plasmid pSJ_3:NZ_CP011066.1/CP011066.1; plasmid pSJ_82:NZ_CP011065.1/CP011065.1; plasmid pSJ_94:NZ_CP011064.1/CP011064.1; plasmid pSJ_98:NZ_CP011063.1/CP011063.1",,7,4963,"2016-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/755/GCA_001610755.1_ASM161075v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/755/GCF_001610755.1_ASM161075v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","10","SAMN13951922","PRJNA604100","GCA_010365425.1","Complete",5.12653,50.8179,"chromosome:NZ_CP048330.1/CP048330.1; plasmid p010_A:NZ_CP048331.1/CP048331.1; plasmid p010_B-OXA181:NZ_CP048332.1/CP048332.1; plasmid p010_C:NZ_CP048333.1/CP048333.1; plasmid p010_D:NZ_CP048334.1/CP048334.1; plasmid p010_E:NZ_CP048335.1/CP048335.1; plasmid p010_F:NZ_CP048336.1/CP048336.1",,7,4695,"2020-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/425/GCA_010365425.1_ASM1036542v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/425/GCF_010365425.1_ASM1036542v1"
"Escherichia coli O182:H21","Bacteria;Proteobacteria;Gammaproteobacteria","D181","SAMN07656207","PRJNA218110","GCA_002741275.1","Complete",5.23974,50.6427,"chromosome:NZ_CP024252.1/CP024252.1; plasmid unnamed1:NZ_CP024249.1/CP024249.1; plasmid unnamed2:NZ_CP024250.1/CP024250.1; plasmid unnamed3:NZ_CP024251.1/CP024251.1; plasmid unnamed4:NZ_CP024253.1/CP024253.1",,5,4610,"2017-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/275/GCA_002741275.1_ASM274127v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/275/GCF_002741275.1_ASM274127v1"
"Escherichia coli SE11","Bacteria;Proteobacteria;Gammaproteobacteria","SE11","SAMD00061087","PRJNA18057","GCA_000010385.1","Complete",5.15563,50.7481,"chromosome:NC_011415.1/AP009240.1; plasmid pSE11-1:NC_011419.1/AP009241.1; plasmid pSE11-2:NC_011413.1/AP009242.1; plasmid pSE11-3:NC_011416.1/AP009243.1; plasmid pSE11-4:NC_011407.1/AP009244.1; plasmid pSE11-5:NC_011408.1/AP009245.1; plasmid pSE11-6:NC_011411.1/AP009246.1",,7,4795,"2008-10-22T23:05:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/385/GCA_000010385.1_ASM1038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/385/GCF_000010385.1_ASM1038v1"
"Escherichia coli O25:H16","Bacteria;Proteobacteria;Gammaproteobacteria","F5505-C1","SAMN07656209","PRJNA218110","GCA_002741315.1","Complete",5.07836,50.7119,"chromosome:NZ_CP024257.1/CP024257.1; plasmid unnamed1:NZ_CP024258.1/CP024258.1; plasmid unnamed2:NZ_CP024259.1/CP024259.1",,3,4536,"2017-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/315/GCA_002741315.1_ASM274131v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/315/GCF_002741315.1_ASM274131v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AH01","SAMN15229441","PRJNA639230","GCA_013371685.1","Complete",5.21557,50.6107,"chromosome:NZ_CP055251.1/CP055251.1; plasmid pAH01-1:NZ_CP055252.1/CP055252.1; plasmid pAH01-2:NZ_CP055253.1/CP055253.1; plasmid pAH01-3:NZ_CP055254.1/CP055254.1; plasmid pAH01-4:NZ_CP055255.1/CP055255.1",,5,4821,"2020-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/371/685/GCA_013371685.1_ASM1337168v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/371/685/GCF_013371685.1_ASM1337168v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","13KWH46","SAMN06219548","PRJNA361032","GCA_002951715.1","Complete",5.3867,50.6332,"chromosome:NZ_CP019250.1/CP019250.1; plasmid p13KWH46-1:NZ_CP019251.1/CP019251.1; plasmid p13KWH46-2:NZ_CP019252.1/CP019252.1; plasmid p13KWH46-3:NZ_CP019253.1/CP019253.1; plasmid p13KWH46-4:NZ_CP019254.1/CP019254.1; plasmid p13KWH46-5:NZ_CP019255.1/CP019255.1",,6,4916,"2018-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/715/GCA_002951715.1_ASM295171v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/715/GCF_002951715.1_ASM295171v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","510016","SAMN08161314","PRJNA421191","GCA_003956265.1","Complete",5.1169,50.7144,"chromosome:NZ_CP025851.1/CP025851.1; plasmid p510016_29:NZ_CP025852.1/CP025852.1; plasmid p510016_36:NZ_CP025853.1/CP025853.1; plasmid p510016_80:NZ_CP025854.1/CP025854.1; plasmid p510016_84:NZ_CP025855.1/CP025855.1",,5,4560,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/956/265/GCA_003956265.1_ASM395626v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/956/265/GCF_003956265.1_ASM395626v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ECO2947","SAMN13335779","PRJNA590596","GCA_009720605.1","Complete",5.05944,50.7393,"chromosome:NZ_CP046259.1/CP046259.1; plasmid p2947-NDM5:NZ_CP046261.1/CP046261.1; plasmid p2974-D:NZ_CP046260.1/CP046260.1",,3,4687,"2019-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/605/GCA_009720605.1_ASM972060v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/605/GCF_009720605.1_ASM972060v1"
"Escherichia coli O104:H21 str. CFSAN002236","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN002236","SAMN02147037","PRJNA230969","GCA_000464955.2","Complete",5.04592,50.6616,"chromosome:NZ_CP023541.1/CP023541.1; plasmid pO104_H21:NZ_CP023542.1/CP023542.1",,2,4594,"2017-09-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/955/GCA_000464955.2_ASM46495v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/464/955/GCF_000464955.2_ASM46495v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","53","SAMN13951918","PRJNA604100","GCA_010365485.1","Complete",5.23424,50.7857,"chromosome:NZ_CP048359.1/CP048359.1; plasmid p53_A:NZ_CP048360.1/CP048360.1; plasmid p53_B:NZ_CP048361.1/CP048361.1; plasmid p53_C:NZ_CP048362.1/CP048362.1; plasmid p53_D:NZ_CP048363.1/CP048363.1; plasmid p53_E-OXA48:NZ_CP048364.1/CP048364.1; plasmid p53_F:NZ_CP048365.1/CP048365.1; plasmid p53_G:NZ_CP048366.1/CP048366.1",,8,4830,"2020-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/485/GCA_010365485.1_ASM1036548v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/485/GCF_010365485.1_ASM1036548v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","SCEC020023","SAMN07768275","PRJNA418674","GCA_002850675.5","Complete",5.12093,50.8306,"chromosome:NZ_CP025950.3/CP025950.4; plasmid p020023_6:NZ_CP025946.1/CP025946.1; plasmid p1_020023:NZ_CP025945.2/CP025945.3; plasmid p3_020023:NZ_CP025947.3/CP025947.4; plasmid pNDM21_020023:NZ_CP025948.1/CP025948.1; plasmid pOXA10_020023:NZ_CP025944.3/CP025944.4; plasmid pRmtB_020023:NZ_CP025949.1/CP025949.1",,7,4598,"2018-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/675/GCA_002850675.5_ASM285067v5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/675/GCF_002850675.4_ASM285067v5"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","268.2","SAMN13613889","PRJNA596173","GCA_014170975.1","Complete",5.07345,50.725,"chromosome:CP059947.1; plasmid p1:CP059948.1; plasmid p2:CP059949.1; plasmid p3:CP059950.1; plasmid p4:CP059951.1; plasmid p5:CP059952.1",,6,4578,"2020-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/170/975/GCA_014170975.1_ASM1417097v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/170/975/GCF_014170975.1_ASM1417097v1"
"Escherichia coli O6:H16","Bacteria;Proteobacteria;Gammaproteobacteria","F6699","SAMN07656211","PRJNA218110","GCA_002741515.1","Complete",5.01129,50.6391,"chromosome:NZ_CP024266.1/CP024266.1; plasmid unnamed1:NZ_CP024267.1/CP024267.1; plasmid unnamed2:NZ_CP024268.1/CP024268.1",,3,4370,"2017-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/515/GCA_002741515.1_ASM274151v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/515/GCF_002741515.1_ASM274151v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","MS6192","SAMN13155204","PRJNA580334","GCA_013357345.1","Complete",5.18855,50.7262,"chromosome:NZ_CP054940.1/CP054940.1; plasmid pMS6192A-NDM:NZ_CP054941.1/CP054941.1; plasmid pMS6192B:NZ_CP054942.1/CP054942.1; plasmid pMS6192C:NZ_CP054943.1/CP054943.1; plasmid pMS6192D:NZ_CP054944.1/CP054944.1",,5,4790,"2020-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/357/345/GCA_013357345.1_ASM1335734v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/357/345/GCF_013357345.1_ASM1335734v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0374","SAMN07291517","PRJNA316321","GCA_002999075.1","Complete",5.02267,50.799,"chromosome:NZ_CP027126.1/CP027126.1; plasmid unnamed1:NZ_CP027128.1/CP027128.1; plasmid unnamed2:NZ_CP027127.1/CP027127.1; plasmid unnamed3:NZ_CP027125.1/CP027125.1",,4,4565,"2018-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/999/075/GCA_002999075.1_ASM299907v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/999/075/GCF_002999075.1_ASM299907v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","CRE1493","SAMN06198937","PRJNA360013","GCA_002860105.1","Complete",5.25609,50.7249,"chromosome:NZ_CP019071.1/CP019071.1; plasmid p1493-1:NZ_CP019072.1/CP019072.1; plasmid p1493-2:NZ_CP019073.1/CP019073.1; plasmid p1493-3:NZ_CP019074.1/CP019074.1; plasmid p1493-4:NZ_CP019075.1/CP019075.1; plasmid p1493-5:NZ_CP019076.1/CP019076.1",,6,4772,"2018-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/860/105/GCA_002860105.1_ASM286010v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/105/GCF_002860105.1_ASM286010v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","300709","SAMN08161146","PRJNA421191","GCA_003956305.1","Complete",5.03471,50.5797,"chromosome:NZ_CP025903.1/CP025903.1; plasmid p300709_60:NZ_CP025905.1/CP025905.1; plasmid p300709_97:NZ_CP025904.1/CP025904.1",,3,4603,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/956/305/GCA_003956305.1_ASM395630v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/956/305/GCF_003956305.1_ASM395630v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR436","SAMN07291529","PRJNA316321","GCA_003073875.1","Complete",5.02827,50.8906,"chromosome:NZ_CP029111.1/CP029111.1; plasmid unnamed1:NZ_CP029109.1/CP029109.1; plasmid unnamed2:NZ_CP029110.1/CP029110.1; plasmid unnamed3:NZ_CP029112.1/CP029112.1",,4,4562,"2018-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/875/GCA_003073875.1_ASM307387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/875/GCF_003073875.1_ASM307387v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","FORC 064","SAMN07411561","PRJNA395606","GCA_003352425.1","Complete",5.09376,50.3496,"chromosome:NZ_CP022664.1/CP022664.1; plasmid pFORC64.1:NZ_CP023732.1/CP023732.1; plasmid pFORC64.2:NZ_CP023733.1/CP023733.1; plasmid pFORC64.3:NZ_CP023734.1/CP023734.1",,4,4678,"2018-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/425/GCA_003352425.1_ASM335242v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/425/GCF_003352425.1_ASM335242v1"
"Escherichia coli O6:H16","Bacteria;Proteobacteria;Gammaproteobacteria","2014EL-1346-6","SAMN07638908","PRJNA218110","GCA_002741195.1","Complete",5.38424,50.423,"chromosome:NZ_CP024232.1/CP024232.1; plasmid unnamed1:NZ_CP024233.1/CP024233.1; plasmid unnamed2:NZ_CP024234.1/CP024234.1; plasmid unnamed3:NZ_CP024235.1/CP024235.1; plasmid unnamed4:NZ_CP024236.1/CP024236.1; plasmid unnamed5:NZ_CP024237.1/CP024237.1",,6,4839,"2017-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/195/GCA_002741195.1_ASM274119v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/195/GCF_002741195.1_ASM274119v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","UK_Dog_Liverpool","SAMN09829654","PRJNA473397","GCA_003413625.1","Complete",5.11485,50.6428,"chromosome:NZ_CP031653.1/CP031653.1; plasmid pCARB35_01:NZ_CP031654.1/CP031654.1; plasmid pCARB35_02:NZ_CP031655.1/CP031655.1; plasmid pCARB35_03:NZ_CP031656.1/CP031656.1; plasmid pCARB35_04:NZ_CP031657.1/CP031657.1; plasmid pCARB35_05:NZ_CP031658.1/CP031658.1",,6,4624,"2018-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/413/625/GCA_003413625.1_ASM341362v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/413/625/GCF_003413625.1_ASM341362v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ECONIH6","SAMN05341196","PRJNA430813","GCA_002903125.1","Complete",5.06804,50.8415,"chromosome:NZ_CP026199.1/CP026199.1; plasmid pECO-6dfa:NZ_CP026200.1/CP026200.1; plasmid pNDM-d2e9:NZ_CP026201.1/CP026201.1",,3,4596,"2018-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/125/GCA_002903125.1_ASM290312v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/125/GCF_002903125.1_ASM290312v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","3R","SAMN14134968","PRJNA607405","GCA_011067085.1","Complete",5.27296,50.7283,"chromosome:NZ_CP049348.1/CP049348.1; plasmid p3R-1:NZ_CP049349.1/CP049349.1; plasmid p3R-2:NZ_CP049350.1/CP049350.1; plasmid p3R-3:NZ_CP049351.1/CP049351.1; plasmid p3R-4:NZ_CP049352.1/CP049352.1",,5,4759,"2020-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/067/085/GCA_011067085.1_ASM1106708v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/067/085/GCF_011067085.1_ASM1106708v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0150","SAMN04014991","PRJNA292902","GCA_002192295.1","Complete",5.07825,50.8127,"chromosome:NZ_CP021736.1/CP021736.1; plasmid tig00000255:NZ_CP021737.1/CP021737.1; plasmid tig00000260:NZ_CP021738.1/CP021738.1; plasmid tig00002897alt:NZ_CP021739.1/CP021739.1",,4,4586,"2017-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/295/GCA_002192295.1_ASM219229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/295/GCF_002192295.1_ASM219229v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0151","SAMN04014992","PRJNA292902","GCA_002180215.1","Complete",4.95934,50.7608,"chromosome:NZ_CP021691.1/CP021691.1; plasmid tig00001251:NZ_CP021692.1/CP021692.1; plasmid tig00001252:NZ_CP021693.1/CP021693.1",,3,4467,"2017-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/215/GCA_002180215.1_ASM218021v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/215/GCF_002180215.1_ASM218021v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","YPE10","SAMN12233488","PRJNA553293","GCA_008807135.1","Complete",5.13763,50.6393,"chromosome:NZ_CP041448.1/CP041448.1; plasmid pYPE10-190k-tetX4:NZ_CP041449.1/CP041449.1; plasmid pYPE10-1k:NZ_CP041447.1/CP041447.1; plasmid pYPE10-2k:NZ_CP041446.1/CP041446.1; plasmid pYPE10-4k:NZ_CP041445.1/CP041445.1; plasmid pYPE10-78k:NZ_CP041444.1/CP041444.1",,6,4666,"2019-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/135/GCA_008807135.1_ASM880713v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/135/GCF_008807135.1_ASM880713v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","52148","SAMN14421542","PRJNA613907","GCA_011769865.1","Complete",4.98558,50.7552,"chromosome:NZ_CP050382.1/CP050382.1; plasmid p52148:NZ_CP050383.1/CP050383.1; plasmid p52148_NDM_5:NZ_CP050384.1/CP050384.1",,3,4482,"2020-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/769/865/GCA_011769865.1_ASM1176986v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/769/865/GCF_011769865.1_ASM1176986v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","HB-Coli0","SAMN06819205","PRJNA383767","GCA_002116715.2","Complete",5.07483,50.6762,"chromosome:NZ_CP020933.1/CP020933.1; plasmid unnamed1:NZ_CP020934.1/CP020934.1; plasmid unnamed3:NZ_CP020936.1/CP020936.1",,3,4633,"2017-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/715/GCA_002116715.2_ASM211671v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/715/GCF_002116715.2_ASM211671v2"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","ECOL-18-VL-LA-PA-Ryan-0026","SAMN11230749","PRJNA324573","GCA_007012305.1","Complete",5.13531,50.8652,"chromosome:NZ_CP041392.1/CP041392.1; plasmid p45407_1:NZ_CP041393.1/CP041393.1; plasmid p45407_2:NZ_CP041394.1/CP041394.1",,3,4619,"2019-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/012/305/GCA_007012305.1_ASM701230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/012/305/GCF_007012305.1_ASM701230v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0011","SAMN04014852","PRJNA292901","GCA_002788295.1","Complete",5.17288,50.737,"chromosome:NZ_CP024855.1/CP024855.1; plasmid tig00001011_pilon:NZ_CP024856.1/CP024856.1; plasmid tig00001069_pilon:NZ_CP024857.1/CP024857.1; plasmid tig00013784_pilon:NZ_CP024858.1/CP024858.1",,4,4649,"2017-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/295/GCA_002788295.1_ASM278829v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/788/295/GCF_002788295.1_ASM278829v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","Ecol_743","SAMN04590096","PRJNA316786","GCA_001618325.1","Complete",5.14009,50.7938,"chromosome:NZ_CP015069.1/CP015069.1; plasmid pEC743_1:NZ_CP015070.1/CP015070.1; plasmid pEC745_3:NZ_CP015072.1/CP015072.1; plasmid pEC745_4:NZ_CP015073.1/CP015073.1; plasmid pEC745_OXA48:NZ_CP015071.1/CP015071.1",,5,4654,"2016-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/325/GCA_001618325.1_ASM161832v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/325/GCF_001618325.1_ASM161832v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","EC2","SAMN12307470","PRJNA555326","GCA_009720465.1","Complete",5.20192,50.6763,"chromosome:NZ_CP041955.1/CP041955.1; plasmid pEC2_1:NZ_CP041956.1/CP041956.1; plasmid pEC2_2:NZ_CP041957.1/CP041957.1; plasmid pEC2_3:NZ_CP041958.1/CP041958.1; plasmid pEC2_4:NZ_CP041959.1/CP041959.1; plasmid pEC2_5:NZ_CP041960.1/CP041960.1",,6,4685,"2019-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/465/GCA_009720465.1_ASM972046v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/465/GCF_009720465.1_ASM972046v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AMSCJX04","SAMN15394023","PRJNA642337","GCA_013389615.1","Complete",5.31111,50.3602,"chromosome:NZ_CP058308.1/CP058308.1; plasmid pAMPD01:NZ_CP058309.1/CP058309.1; plasmid pAMPD02:NZ_CP058310.1/CP058310.1; plasmid pAMPD03:NZ_CP058311.1/CP058311.1",,4,4824,"2020-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/389/615/GCA_013389615.1_ASM1338961v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/389/615/GCF_013389615.1_ASM1338961v1"
"Escherichia coli","Bacteria;Proteobacteria;Gammaproteobacteria","AR216.2b","SAMN12736390","PRJNA565187","GCA_008632575.1","Complete",5.13079,50.8494,"chromosome:NZ_CP043942.1/CP043942.1; plasmid pMPCMY-2:NZ_CP043945.1/CP043945.1; plasmid pMPNDM-5:NZ_CP043944.1/CP043944.1; plasmid pMPTEM-30:NZ_CP043943.1/CP043943.1",,4,4723,"2019-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/632/575/GCA_008632575.1_ASM863257v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/575/GCF_008632575.1_ASM863257v1"
